OBJECTID,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Total_1989_2014,Shape_Length,Shape_Area
108,05789,ANTIOQUIA,TÁMESIS,34,174,855,480,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1543,0.791710098964371,0.0205737227179078
109,05790,ANTIOQUIA,TARAZÁ,140,853,7885,16395,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,25273,2.3832505492672,0.09407630262803
110,05792,ANTIOQUIA,TARSO,9,111,220,94,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,434,0.462148677888094,0.00982890618714124
111,05809,ANTIOQUIA,TITIRIBÍ,0,24,277,186,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,487,0.486821512876936,0.011453836198139
112,05819,ANTIOQUIA,TOLEDO,8,211,2044,914,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3177,0.496301638813625,0.0109940269363321
113,05837,ANTIOQUIA,TURBO,4560,46633,43710,24906,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,119809,6.65600692853441,0.239268832725576
114,05842,ANTIOQUIA,URAMITA,89,844,4294,1561,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6788,0.922633352908209,0.0217306527726706
115,05847,ANTIOQUIA,URRAO,184,1677,19087,14964,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,35912,2.85526776080909,0.209195412538044
116,05854,ANTIOQUIA,VALDIVIA,108,498,1776,5319,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7701,1.53096262160565,0.0464594522087255
117,05856,ANTIOQUIA,VALPARAÍSO,30,41,204,116,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,391,0.572498057141717,0.0102934245597968
118,05858,ANTIOQUIA,VEGACHÍ,74,393,2254,2156,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4877,1.76499235404777,0.0442360825921987
119,05861,ANTIOQUIA,VENECIA,1,59,427,273,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,760,0.596161869448312,0.0113972205245037
120,05873,ANTIOQUIA,VIGÍA DEL FUERTE,18,153,9210,3540,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,12921,2.98904857550588,0.135566774592854
121,05885,ANTIOQUIA,YALÍ,10,140,1087,425,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1662,1.41967172639142,0.0360515340846155
122,05887,ANTIOQUIA,YARUMAL,41,417,1858,4056,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6372,1.73634297246824,0.0582778574804536
123,05890,ANTIOQUIA,YOLOMBÓ,76,425,3838,1484,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5823,2.83665526360666,0.0827807804921998
124,05893,ANTIOQUIA,YONDÓ,212,533,8525,6084,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,15354,2.34354096204514,0.155050835296072
125,05895,ANTIOQUIA,ZARAGOZA,91,389,4100,8583,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,13163,2.45041485712966,0.0956105636582186
126,08001,ATLÁNTICO,BARRANQUILLA,21,175,1823,3770,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5789,0.816708677308813,0.0127573297262208
127,08078,ATLÁNTICO,BARANOA,0,1,178,430,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,609,0.728224102729057,0.0100290630743506
128,08137,ATLÁNTICO,CAMPO DE LA CRUZ,0,7,55,64,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,126,0.653301258806329,0.00825426477280285
129,08141,ATLÁNTICO,CANDELARIA,0,6,30,48,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,84,0.572123742387557,0.011210341613056
130,08296,ATLÁNTICO,GALAPA,0,21,104,347,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,472,0.422918248753054,0.00806211248864643
131,08372,ATLÁNTICO,JUAN DE ACOSTA,0,5,37,29,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,71,0.745134054779,0.0138777717205267
132,08421,ATLÁNTICO,LURUACO,0,2,283,355,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,640,0.702921992478081,0.018527726830406
133,08433,ATLÁNTICO,MALAMBO,0,4,226,666,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,896,0.499133214769346,0.00809667821156075
134,08436,ATLÁNTICO,MANATÍ,9,13,79,50,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,151,0.722897808024836,0.0176894395856772
135,08520,ATLÁNTICO,PALMAR DE VARELA,0,0,73,43,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,116,0.449463687426171,0.00762957693654514
136,08549,ATLÁNTICO,PIOJÓ,0,9,302,116,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,427,0.746976217747193,0.0208977806035585
137,08558,ATLÁNTICO,POLONUEVO,0,7,78,55,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,140,0.446758718511928,0.00610440489572529
138,08560,ATLÁNTICO,PONEDERA,0,1,102,68,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,171,0.783522947077692,0.0170596796218523
139,08573,ATLÁNTICO,PUERTO COLOMBIA,0,0,62,99,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,161,0.611950809769699,0.00574275407001481
140,08606,ATLÁNTICO,REPELÓN,0,22,859,126,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1007,0.763510551586056,0.0296021401854527
141,08634,ATLÁNTICO,SABANAGRANDE,0,15,190,218,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,423,0.304919897636503,0.00356335035950353
142,08638,ATLÁNTICO,SABANALARGA,1,6,361,531,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,899,0.954421318403728,0.0326996606292427
143,08675,ATLÁNTICO,SANTA LUCÍA,0,0,52,45,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,97,0.421873995769875,0.00473447973871263
144,08685,ATLÁNTICO,SANTO TOMÁS,0,0,37,143,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,180,0.444856984592255,0.00537188022515065
145,08758,ATLÁNTICO,SOLEDAD,0,19,531,1626,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2176,0.420050955845562,0.00490788706996738
146,08770,ATLÁNTICO,SUAN,1,3,49,45,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,98,0.298067360767864,0.00351198099953364
147,08832,ATLÁNTICO,TUBARÁ,0,10,70,74,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,154,0.763109326411197,0.0151152381287402
148,08849,ATLÁNTICO,USIACURÍ,0,0,4,27,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,31,0.54990454682036,0.00837697776869388
149,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",56,314,1838,7674,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,9882,3.76532357991649,0.132207884360333
150,13001,BOLÍVAR,CARTAGENA DE INDIAS,46,285,8974,4879,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,14184,4.23788629940845,0.0493876117821967
151,13006,BOLÍVAR,ACHÍ,111,972,9914,4365,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,15362,1.83809847612607,0.0781762791477416
152,13030,BOLÍVAR,ALTOS DEL ROSARIO,91,216,7911,2129,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10347,0.994051996051775,0.0249554580719071
153,13042,BOLÍVAR,ARENAL,32,179,3563,2007,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5781,1.55968933807235,0.0379220499677005
154,13052,BOLÍVAR,ARJONA,9,30,1010,943,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1992,1.33764734037883,0.0484895347652874
155,13062,BOLÍVAR,ARROYOHONDO,13,21,829,111,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,974,0.783312143717197,0.0135140706549261
156,13074,BOLÍVAR,BARRANCO DE LOBA,38,387,8636,4957,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,14018,1.60136995938172,0.0354075838277953
157,13140,BOLÍVAR,CALAMAR,27,109,2807,935,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3878,1.29215209497972,0.021065293042106
158,13160,BOLÍVAR,CANTAGALLO,19,52,6876,5348,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,12295,1.71172103982008,0.0721742235811624
159,13188,BOLÍVAR,CICUCO,12,26,505,248,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,791,0.517303099980791,0.0109566931731812
160,13212,BOLÍVAR,CÓRDOBA,106,616,21205,3390,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,25317,1.20593878874366,0.0491792762916364
161,13222,BOLÍVAR,CLEMENCIA,1,19,880,452,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1352,0.699896918970766,0.00704906713268114
162,13244,BOLÍVAR,EL CARMEN DE BOLÍVAR,462,3883,90778,17452,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,112575,2.06881609357291,0.0779340778790214
163,13248,BOLÍVAR,EL GUAMO,8,1090,1812,856,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3766,0.896926230856177,0.031594666098811
164,13268,BOLÍVAR,EL PEÑÓN,6,66,1413,594,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2079,0.9348385672541,0.0262152613307635
165,13433,BOLÍVAR,MAHATES,4,243,3694,653,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4594,1.43678062896367,0.0356568409825104
166,13440,BOLÍVAR,MARGARITA,1,86,245,298,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,630,1.03056497246252,0.0241520517397805
